iter	Logloss
217	0.1600219854
218	0.1599310045
219	0.1598143127
220	0.1597383389
221	0.1596640595
222	0.1595527113
223	0.15948772
224	0.1593851438
225	0.1592497935
226	0.1591229511
227	0.1590145976
228	0.1589484564
229	0.1588858919
230	0.1587673296
231	0.1586831588
232	0.1585969314
233	0.1585170966
234	0.158421647
235	0.1583530163
236	0.1582702291
237	0.1581771538
238	0.1581156888
239	0.158014897
240	0.1579068054
241	0.1577946683
242	0.1577292452
243	0.1576467995
244	0.1575388806
245	0.1574776313
246	0.1574041962
247	0.1572912971
248	0.1572126134
249	0.1571212077
250	0.1570522648
251	0.1569591939
252	0.1568797802
253	0.1567770453
254	0.1567120445
255	0.1566292927
256	0.1565785848
257	0.1564649053
258	0.1563555298
259	0.1563025002
260	0.1562051438
261	0.1561262882
262	0.1559938825
263	0.1558817951
264	0.1558155596
265	0.1557321629
266	0.1556067026
267	0.1555070245
268	0.1554658473
269	0.1553810317
270	0.1552877002
271	0.1552165456
272	0.1551546411
273	0.1550326065
274	0.1549539074
275	0.1548890719
276	0.1548352021
277	0.1547882038
278	0.1547025543
279	0.1546254657
280	0.1546028774
281	0.1545516172
282	0.154458198
283	0.1543773367
284	0.1542889574
285	0.1542494144
286	0.1541959429
287	0.154125189
288	0.1540697932
289	0.15398166
290	0.1539113969
291	0.1538539572
292	0.1538049144
293	0.1536722369
294	0.1535726809
295	0.153515928
296	0.1534590696
297	0.1534094471
298	0.1533508964
299	0.1532871168
300	0.1531715317
301	0.1530988641
302	0.1530152346
303	0.1529580996
304	0.1528901626
305	0.1527940838
306	0.1527403416
307	0.1526632026
308	0.1525689949
309	0.1525116545
310	0.1524549545
311	0.1523564906
312	0.1523082505
313	0.1522360845
314	0.1521590847
315	0.1520746919
316	0.1519806814
317	0.1519137361
318	0.1518632284
319	0.1518194365
320	0.1517994005
321	0.1517568771
322	0.1516884682
323	0.1516003035
324	0.1515219161
325	0.1514434735
326	0.151366894
327	0.1512096189
328	0.1511635527
329	0.1510804288
330	0.1510237917
331	0.1509557334
332	0.1509020357
333	0.1508560198
334	0.1507788821
335	0.1506871196
336	0.1505790329
337	0.1504937819
338	0.1504168094
339	0.1503303525
340	0.1502453423
341	0.1501862252
342	0.150131816
343	0.1500656821
344	0.1499774338
345	0.1499039296
346	0.149840368
347	0.1497874525
348	0.1496926158
349	0.1496324561
350	0.1495457206
351	0.1494751773
352	0.1494091746
353	0.149355696
354	0.1493349027
355	0.1492721113
356	0.1492242993
357	0.1491726519
358	0.1491198111
359	0.1490483747
360	0.1490127777
361	0.1489597145
362	0.1488787881
363	0.1488298814
364	0.1487662057
365	0.1486852794
366	0.1486247189
367	0.148567699
368	0.1484635929
369	0.1483669398
370	0.148307634
371	0.1482393674
372	0.148176006
373	0.1481024153
374	0.1480639999
375	0.148010548
376	0.1479640256
377	0.1479213727
378	0.1478327623
379	0.1477476998
380	0.1476642904
381	0.1476178471
382	0.1475372082
383	0.1474856701
384	0.1474225009
385	0.1473640574
386	0.147313345
387	0.1472347527
388	0.1471995013
389	0.1471358345
390	0.1470230953
391	0.1469425746
392	0.1469066358
393	0.1468568647
394	0.1468002786
395	0.1467449681
396	0.1466708556
397	0.1466392906
398	0.1465601843
399	0.1464978602
400	0.1464401896
401	0.1463679501
402	0.1462398548
403	0.1461787808
404	0.1460548859
405	0.1460116139
406	0.1459740146
407	0.1459030259
408	0.1458532628
409	0.1458204949
410	0.1457877934
411	0.1457275558
412	0.1456490827
413	0.1455901024
414	0.1455226109
415	0.1454685478
416	0.145404341
417	0.1453023133
418	0.1452707654
419	0.1451649964
420	0.1451062758
421	0.1450430375
422	0.1449959435
423	0.1449304066
424	0.1448443119
425	0.1448048763
426	0.1447103696
427	0.1446524198
428	0.1446088408
429	0.1445664194
430	0.1444797868
431	0.1444045097
432	0.1443521805
433	0.1442783688
434	0.1442385173
435	0.1441873227
436	0.1441024764
437	0.1440626055
438	0.144000868
439	0.1439396447
440	0.1438851785
441	0.1438372358
442	0.1437600108
443	0.1437094088
444	0.1436429075
445	0.1435897926
446	0.1435247773
447	0.1434680738
448	0.1433942201
449	0.1433267654
450	0.1432546686
451	0.1431927315
452	0.1431112548
453	0.1430333876
454	0.1429602959
455	0.1429012558
456	0.1428850591
457	0.1428398932
458	0.1427561303
459	0.1426949508
460	0.1426223218
461	0.1425730791
462	0.1425160319
463	0.1424692397
464	0.1424346601
465	0.1423812361
466	0.1423226489
467	0.142265512
468	0.1421750736
469	0.1421290286
470	0.1420460129
471	0.1419801148
472	0.1419329136
473	0.1418825952
474	0.1418182769
475	0.1417489469
476	0.1416881759
477	0.1416390059
478	0.1415953103
479	0.1415176735
480	0.1414515126
481	0.1414009256
482	0.1413465843
483	0.1412851227
484	0.1412382843
485	0.1412050635
486	0.1411272052
487	0.1410488788
488	0.1409987049
489	0.1409432329
490	0.1408873827
491	0.1408445451
492	0.1407795363
493	0.1407206479
494	0.140672783
495	0.1406212448
496	0.1405829075
497	0.1405208834
498	0.1404695961
499	0.1404183089
500	0.1403635532
501	0.140314817
502	0.1402822104
503	0.1402361749
504	0.1402017485
505	0.1401668965
506	0.1401278691
507	0.14009713
508	0.1400415629
509	0.1400133311
510	0.1399572623
511	0.1399202806
512	0.1398633662
513	0.1398282359
514	0.1397735402
515	0.139705104
516	0.1396769883
517	0.1396156835
518	0.1395655708
519	0.1395182131
520	0.1394546598
521	0.1394036619
522	0.139358825
523	0.1393148937
524	0.1392512364
525	0.1392006452
526	0.139155298
527	0.1390979535
528	0.1390402928
529	0.1389966536
530	0.1389397172
531	0.1388779121
532	0.1388111141
533	0.1387798776
534	0.1387135445
535	0.1386598524
536	0.1385931569
537	0.1385332511
538	0.1384854092
539	0.138442069
540	0.1384014531
541	0.1383721764
542	0.1383592827
543	0.1383177791
544	0.1382855031
545	0.1381946879
546	0.1381309963
547	0.1380771702
548	0.1380390032
549	0.1379972677
550	0.1379626407
551	0.137921174
552	0.1378785658
553	0.1378211827
554	0.1377803674
555	0.1377495178
556	0.1376980824
557	0.1376473767
558	0.137600759
559	0.1375393584
560	0.1375005294
561	0.1374426409
562	0.1373952359
563	0.1373530815
564	0.1372904981
565	0.1372790178
566	0.1372506275
567	0.1371944062
568	0.137129845
569	0.1370693029
570	0.1370304497
571	0.1369873059
572	0.1369238685
573	0.1368728592
574	0.1368298616
575	0.1367481566
576	0.1366962846
577	0.1366678009
578	0.136631007
579	0.136586168
580	0.1365484284
581	0.1364895087
582	0.1364486616
583	0.1363991864
584	0.136352227
585	0.1363015759
586	0.1362720001
587	0.1362527171
588	0.1362102187
589	0.1361554711
590	0.1361272682
591	0.1360910009
592	0.135994945
593	0.1358907695
594	0.1358281176
595	0.1357198139
596	0.1356522975
597	0.1356059373
598	0.1355483465
599	0.135478542
600	0.1354226449
601	0.1353910197
602	0.135361242
603	0.1353225107
604	0.1352809378
605	0.1352218307
606	0.1351543158
607	0.1350865784
608	0.1350279299
609	0.1349686188
610	0.1349227665
611	0.1348624136
612	0.1348011006
613	0.1347699219
614	0.1347144159
615	0.134690844
616	0.1346457905
617	0.1346216145
618	0.1345812793
619	0.1345489874
620	0.1345321694
621	0.1345221361
622	0.134442655
623	0.1343968
624	0.1343879399
625	0.1343688833
626	0.1343234049
627	0.1342871334
628	0.1342120308
629	0.1341648143
630	0.1341075479
631	0.134051209
632	0.1339759082
633	0.133885547
634	0.1338378412
635	0.1337887125
636	0.1337360391
637	0.1336740258
638	0.1336521012
639	0.1335895139
640	0.1335672823
641	0.1335100531
642	0.1334499515
643	0.1333811845
644	0.1333239493
645	0.1332709887
646	0.1332188941
647	0.1331766758
648	0.1331152728
649	0.1330520636
650	0.133009658
651	0.132957723
652	0.1328997365
653	0.132854596
654	0.1327742411
655	0.1327352624
656	0.1326807176
657	0.1326363241
658	0.1325740291
659	0.1325234802
660	0.1324840917
661	0.1324435573
662	0.1323902089
663	0.132362823
664	0.1323178809
665	0.132277245
666	0.1322736166
667	0.1322535304
668	0.1322068824
669	0.132184886
670	0.1321102137
671	0.1320496393
672	0.1320148674
673	0.1319588498
674	0.1319103281
675	0.1318857774
676	0.1318315501
677	0.131774761
678	0.1317188248
679	0.1316270698
680	0.1316072331
681	0.1315656832
682	0.1315265739
683	0.1314621954
684	0.1314193885
685	0.1313826571
686	0.1313521817
687	0.1313268472
688	0.1312622229
689	0.1312339938
690	0.1311871502
691	0.131142007
692	0.1311041435
693	0.1310691928
694	0.1310133954
695	0.1309793392
696	0.1309543016
697	0.1309084587
698	0.1308791863
699	0.1308505646
700	0.1307770063
701	0.1307401547
702	0.1306762973
703	0.1306503521
704	0.1306163096
705	0.130566045
706	0.1305179622
707	0.1304847758
708	0.1304399958
709	0.1304140836
710	0.1303596428
711	0.1303187313
712	0.1302811955
713	0.1302375263
714	0.1302116983
715	0.1301817466
716	0.1301219223
717	0.1300756015
718	0.1299914066
719	0.129959015
720	0.1299396403
721	0.1298944322
722	0.129865382
723	0.1298003229
724	0.1297701388
725	0.1297296736
726	0.1296581784
727	0.1296061665
728	0.1295489771
729	0.1294710468
730	0.1294347502
731	0.1294003294
732	0.1293365685
733	0.1292813934
734	0.1292282333
735	0.1292130895
736	0.1291822511
737	0.1291670494
738	0.129134386
739	0.129121263
740	0.1290993544
741	0.1290307474
742	0.1289997585
743	0.1289487347
744	0.1288795677
745	0.1288489552
746	0.1288115455
747	0.1287825543
748	0.1287564696
749	0.1287301989
750	0.1287067396
751	0.1286584368
752	0.1286225975
753	0.1285957477
754	0.1285634386
755	0.128509598
756	0.12845828
757	0.1284041619
758	0.1283599217
759	0.1283261282
760	0.1282935191
761	0.1282450034
762	0.1281839406
763	0.128142112
764	0.1280994734
765	0.1280581968
766	0.1280165872
767	0.1279580996
768	0.1278947912
769	0.1278625831
770	0.1278188894
771	0.1277901627
772	0.1277092786
773	0.1276222914
774	0.1275787885
775	0.127533962
776	0.1274814533
777	0.1274345257
778	0.1273832226
779	0.1273232724
780	0.1272732155
781	0.1272070559
782	0.1271715144
783	0.1271253487
784	0.1270670927
785	0.1270278934
786	0.1269769352
787	0.126938903
788	0.1268993768
789	0.1268541104
790	0.1268086627
791	0.1267479041
792	0.1267018194
793	0.1266654563
794	0.1266141823
795	0.1265510962
796	0.1264928612
797	0.1264411467
798	0.1263880576
799	0.126345008
800	0.1262564058
801	0.1262048607
802	0.1261603041
803	0.1261177369
804	0.1260443132
805	0.1260127972
806	0.1259608623
807	0.1259157607
808	0.1258883768
809	0.1258469605
810	0.1257986408
811	0.1257477563
812	0.1256981419
813	0.1256543146
814	0.1256242584
815	0.1256020155
816	0.1255610627
817	0.1255368517
818	0.1254969044
819	0.1254717521
820	0.1254383282
821	0.125372176
822	0.125326632
823	0.1252813881
824	0.1252191746
825	0.1251790409
826	0.1251482824
827	0.1251096707
828	0.1250790218
829	0.1250473714
830	0.1250037142
831	0.1249591124
832	0.1249228642
833	0.1249017447
834	0.1248874257
835	0.1248363607
836	0.1247957114
837	0.1247346033
838	0.124674037
839	0.1246470367
840	0.1246031779
841	0.1245740189
842	0.124507336
843	0.1244141075
844	0.1243759771
845	0.1243502451
846	0.1243105881
847	0.1242677712
848	0.1242247883
849	0.1241996209
850	0.12416576
851	0.1241251968
852	0.1240953606
853	0.1240558945
854	0.124008615
855	0.123970296
856	0.1239055418
857	0.1238579652
858	0.1238207119
859	0.1237845923
860	0.1237606896
861	0.1237384154
862	0.1236787578
863	0.1236429202
864	0.1236163334
865	0.1235722013
866	0.1235192931
867	0.1234770055
868	0.123457202
869	0.1233735429
870	0.1233131567
871	0.1232773138
872	0.1232386992
873	0.1231660173
874	0.1231180794
875	0.1230687988
876	0.1229949401
877	0.1229601834
878	0.122926167
879	0.1228872352
880	0.1228336155
881	0.1228036708
882	0.1227324098
883	0.1226809471
884	0.1226422948
885	0.1226019271
886	0.122563419
887	0.1225316772
888	0.1225054362
889	0.1224911192
890	0.1224539867
891	0.1224094266
892	0.1223533429
893	0.1223321006
894	0.1222983672
895	0.1222721909
896	0.1222327063
897	0.1221715977
898	0.1221066841
899	0.122063683
900	0.1219959097
901	0.1219581603
902	0.1219182015
903	0.1218677867
904	0.1218265961
905	0.1217924009
906	0.121756225
907	0.1217262845
908	0.1217066958
909	0.1216651718
910	0.1216283219
911	0.1215873406
912	0.121561875
913	0.1215116856
914	0.1214682306
915	0.1214381324
916	0.1213728915
917	0.1213135707
918	0.1212537463
919	0.1212178617
920	0.1211814593
921	0.1211460146
922	0.1210837408
923	0.1210498336
924	0.1210096264
925	0.1209946232
926	0.1209680979
927	0.1209189122
928	0.1208385946
929	0.1208031634
930	0.1207408043
931	0.1207033903
932	0.1206512251
933	0.1205894366
934	0.1205309152
935	0.1204708887
936	0.1204210494
937	0.1203886125
938	0.1203217757
939	0.1202621603
940	0.1202303448
941	0.1201699132
942	0.1201418011
943	0.1200998407
944	0.1200507174
945	0.1200157483
946	0.1199632465
947	0.1199108343
948	0.1198834603
949	0.1198398431
950	0.1198046902
951	0.1197552536
952	0.1197211987
953	0.1196968637
954	0.1196597858
955	0.1196309175
956	0.1195875917
957	0.1195667066
958	0.1195137915
959	0.1194668494
960	0.1194043251
961	0.1193809928
962	0.1193078991
963	0.1192787476
964	0.1192378516
965	0.1191960761
966	0.1191520138
967	0.1191181038
968	0.1190744792
969	0.1190268513
970	0.1189944572
971	0.1189420221
972	0.1189137622
973	0.1188714225
974	0.1188324268
975	0.1188148937
976	0.1187734886
977	0.1187441588
978	0.1187048659
979	0.1186683144
980	0.1186452428
981	0.1186137476
982	0.1185922495
983	0.1185712305
984	0.1185383744
985	0.1184863816
986	0.1184627976
987	0.11843058
988	0.1184147116
989	0.1183637577
990	0.1183215255
991	0.1183009417
992	0.1182790106
993	0.1182592967
994	0.1182469292
995	0.1181973993
996	0.1181790818
997	0.1181582924
998	0.1181269016
999	0.1180675859
